work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,se,ft,data engineer,217000,usd,217000,us,100,us,m
2023,se,ft,data engineer,185000,usd,185000,us,100,us,m
2023,se,ft,data analyst,202800,usd,202800,us,0,us,l
2023,se,ft,data analyst,104300,usd,104300,us,0,us,l
2023,se,ft,data analyst,145000,usd,145000,us,0,us,m
2023,se,ft,data analyst,65000,usd,65000,us,0,us,m
2023,se,ft,data engineer,165000,usd,165000,us,0,us,m
2023,se,ft,data engineer,132300,usd,132300,us,0,us,m
2023,se,ft,data engineer,179170,usd,179170,us,0,us,m
2023,se,ft,data engineer,94300,usd,94300,us,0,us,m
2023,se,ft,analytics engineer,152500,usd,152500,us,0,us,m
2023,se,ft,analytics engineer,116450,usd,116450,us,0,us,m
2023,se,ft,data engineer,247300,usd,247300,us,0,us,m
2023,se,ft,data engineer,133800,usd,133800,us,0,us,m
2023,se,ft,research engineer,203000,usd,203000,us,0,us,m
2023,se,ft,research engineer,133000,usd,133000,us,0,us,m
2023,en,ft,research scientist,220000,usd,220000,us,50,us,l
2022,en,ft,machine learning engineer,54000,chf,56536,ch,100,ch,s
2023,se,ft,data scientist,120000,usd,120000,us,0,us,m
2023,se,ft,analytics engineer,214000,usd,214000,us,0,us,m
2023,se,ft,analytics engineer,179820,usd,179820,us,0,us,m
2023,se,ft,analytics engineer,143860,usd,143860,us,0,us,m
2023,se,ft,machine learning engineer,283200,usd,283200,us,100,us,m
2023,se,ft,machine learning engineer,188800,usd,188800,us,100,us,m
2023,se,ft,analytics engineer,214200,usd,214200,us,0,us,m
2023,se,ft,data engineer,185900,usd,185900,us,0,us,m
2023,se,ft,data engineer,129300,usd,129300,us,0,us,m
2023,se,ft,data engineer,252000,usd,252000,us,0,us,m
2023,se,ft,data engineer,129000,usd,129000,us,0,us,m
2023,mi,ft,data analytics manager,155000,usd,155000,us,0,us,m
2023,mi,ft,data analytics manager,140000,usd,140000,us,0,us,m
2023,se,ft,data engineer,161800,usd,161800,us,100,us,m
2023,se,ft,data engineer,141600,usd,141600,us,100,us,m
2023,se,ft,machine learning engineer,176100,usd,176100,us,0,us,l
2023,mi,ft,data engineer,100000,usd,100000,us,100,us,m
2023,mi,ft,data engineer,70000,usd,70000,us,100,us,m
2023,en,ft,data engineer,85000,usd,85000,us,0,us,m
2023,en,ft,data engineer,65000,usd,65000,us,0,us,m
2023,se,ft,data scientist,138784,usd,138784,us,100,us,m
2023,se,ft,data scientist,83270,usd,83270,us,100,us,m
2023,en,ft,data analyst,75000,usd,75000,us,0,us,m
2023,en,ft,data analyst,70000,usd,70000,us,0,us,m
2023,se,ft,data analyst,204500,usd,204500,us,0,us,m
2023,se,ft,data analyst,138900,usd,138900,us,0,us,m
2023,se,ft,machine learning engineer,212200,usd,212200,us,100,us,m
2023,se,ft,data engineer,95000,usd,95000,us,100,us,m
2023,se,ft,data engineer,75000,usd,75000,us,100,us,m
2023,se,ft,data scientist,195000,usd,195000,us,0,us,m
2023,se,ft,data scientist,160000,usd,160000,us,0,us,m
2023,se,ft,analytics engineer,230000,usd,230000,us,0,us,m
2023,se,ft,analytics engineer,143200,usd,143200,us,0,us,m
2023,mi,ft,business data analyst,105000,usd,105000,us,50,us,l
2023,mi,ft,data analyst,38000,gbp,46178,gb,0,gb,m
2023,mi,ft,data analyst,35000,gbp,42533,gb,0,gb,m
2023,se,ft,data engineer,145000,usd,145000,us,0,us,m
2023,se,ft,data analyst,168400,usd,168400,us,0,us,m
2023,se,ft,data analyst,105200,usd,105200,us,0,us,m
2023,se,ft,machine learning engineer,190000,usd,190000,us,0,us,m
2023,se,ft,machine learning engineer,150000,usd,150000,us,0,us,m
2023,se,ft,analytics engineer,150000,usd,150000,us,100,us,m
2023,se,ft,analytics engineer,120000,usd,120000,us,100,us,m
2023,se,ft,data engineer,120000,usd,120000,us,0,us,m
2023,se,ft,data analyst,45000,gbp,54685,cf,100,cf,m
2023,se,ft,data analyst,35000,gbp,42533,cf,100,cf,m
2023,se,ft,data engineer,241000,usd,241000,us,0,us,m
2023,se,ft,data engineer,155000,usd,155000,us,0,us,m
2023,se,ft,data engineer,220000,usd,220000,us,100,us,m
2023,se,ft,data engineer,190000,usd,190000,us,100,us,m
2023,mi,ft,data scientist,55000,gbp,66837,gb,0,gb,m
2023,mi,ft,data scientist,45000,gbp,54685,gb,0,gb,m
2023,mi,ft,etl engineer,70000,gbp,85066,gb,100,gb,m
2023,mi,ft,etl engineer,47500,gbp,57723,gb,100,gb,m
2023,en,ft,data analyst,85000,usd,85000,us,100,us,m
2023,en,ft,data analyst,75000,usd,75000,us,100,us,m
2023,se,ft,data engineer,160000,usd,160000,us,0,us,m
2023,mi,ft,machine learning engineer,250000,usd,250000,us,0,us,m
2023,se,ft,data scientist,228000,usd,228000,us,0,us,m
2023,se,ft,data scientist,186000,usd,186000,us,0,us,m
2023,se,ft,data scientist,190000,usd,190000,us,0,us,m
2023,mi,ft,research engineer,230000,usd,230000,us,0,us,m
2023,mi,ft,research engineer,200000,usd,200000,us,0,us,m
2023,se,ft,data architect,180000,usd,180000,us,100,us,m
2023,se,ft,data architect,115000,usd,115000,us,100,us,m
2023,se,ft,data architect,200000,usd,200000,us,100,us,m
2023,se,ft,data devops engineer,50000,eur,53654,fr,50,fr,s
2023,ex,ft,data engineer,220000,usd,220000,us,0,us,m
2023,ex,ft,data engineer,205000,usd,205000,us,0,us,m
2023,mi,ft,data engineer,180000,usd,180000,us,0,us,m
2023,se,ft,data engineer,200000,usd,200000,us,100,us,m
2023,se,ft,data engineer,150000,usd,150000,us,100,us,m
2023,se,ft,computer vision engineer,215000,usd,215000,us,0,us,m
2023,se,ft,computer vision engineer,170000,usd,170000,us,0,us,m
2023,se,ft,machine learning engineer,247500,usd,247500,us,0,us,m
2023,se,ft,machine learning engineer,172200,usd,172200,us,0,us,m
2023,se,ft,data scientist,224000,usd,224000,ca,0,ca,m
2023,se,ft,data scientist,176000,usd,176000,ca,0,ca,m
2023,se,ft,data analyst,120000,usd,120000,us,100,us,m
2023,se,ft,data analyst,75000,usd,75000,us,100,us,m
2023,se,ft,applied data scientist,100000,aud,68318,au,100,fi,m
2023,mi,ft,ai developer,100000,sgd,75020,fi,0,fi,m
2023,se,ft,data analyst,140000,usd,140000,us,0,us,m
2023,se,ft,data analyst,120000,usd,120000,us,0,us,m
2023,se,ft,data engineer,128000,usd,128000,us,0,us,m
2023,ex,ft,head of data,269600,usd,269600,us,0,us,m
2023,se,ft,data quality analyst,100000,usd,100000,us,0,us,m
2023,se,ft,data quality analyst,80000,usd,80000,us,0,us,m
2023,se,ft,data scientist,250000,usd,250000,us,0,us,m
2023,se,ft,data scientist,162500,usd,162500,us,0,us,m
2023,mi,ft,ai developer,200000,usd,200000,us,100,us,m
2023,se,ft,data engineer,100000,usd,100000,us,0,us,m
2023,ex,ft,data engineer,145000,usd,145000,us,0,us,m
2023,ex,ft,data engineer,115000,usd,115000,us,0,us,m
2023,se,ft,data scientist,203500,usd,203500,us,0,us,m
2023,se,ft,data scientist,152000,usd,152000,us,0,us,m
2023,se,ft,data scientist,239000,usd,239000,us,0,us,l
2023,se,ft,data scientist,122900,usd,122900,us,0,us,l
2023,se,ft,data scientist,237000,usd,237000,us,0,us,m
2023,se,ft,data scientist,145000,usd,145000,us,0,us,m
2023,se,ft,data science manager,191765,usd,191765,us,0,us,m
2023,se,ft,data science manager,134236,usd,134236,us,0,us,m
2023,se,ft,analytics engineer,190000,usd,190000,us,100,us,m
2023,se,ft,analytics engineer,112000,usd,112000,us,100,us,m
2022,se,ft,data scientist,84000,eur,88256,es,100,gb,l
2023,se,ft,data analyst,135000,usd,135000,us,0,us,m
2023,se,ft,data analyst,105500,usd,105500,us,0,us,m
2023,se,ft,research engineer,185000,usd,185000,us,0,us,m
2023,se,ft,data analyst,80000,usd,80000,us,0,us,m
2023,se,ft,data analyst,70000,usd,70000,us,0,us,m
2023,se,ft,data engineer,160000,usd,160000,us,100,us,m
2023,se,ft,data scientist,175000,usd,175000,us,100,us,m
2023,se,ft,data scientist,145000,usd,145000,us,100,us,m
2023,se,ft,data analyst,200000,usd,200000,us,0,us,m
2023,se,ft,data analyst,148500,usd,148500,us,0,us,m
2023,se,ft,data engineer,240500,usd,240500,us,0,us,l
2023,se,ft,data engineer,123700,usd,123700,us,0,us,l
2023,se,ft,analytics engineer,152900,usd,152900,us,100,us,m
2023,se,ft,analytics engineer,117100,usd,117100,us,100,us,m
2023,se,ft,analytics engineer,173000,usd,173000,us,100,us,m
2023,se,ft,analytics engineer,113000,usd,113000,us,100,us,m
2023,se,ft,applied scientist,260000,usd,260000,us,0,us,l
2023,ex,ft,data engineer,175000,usd,175000,us,0,us,m
2023,ex,ft,data engineer,110000,usd,110000,us,0,us,m
2023,se,ft,research scientist,130000,usd,130000,us,100,us,m
2023,se,ft,research scientist,110000,usd,110000,us,100,us,m
2023,se,ft,applied scientist,205000,usd,205000,us,100,us,m
2023,se,ft,applied scientist,184000,usd,184000,us,100,us,m
2023,se,ft,data analyst,149500,usd,149500,us,100,us,m
2023,se,ft,data analyst,127075,usd,127075,us,100,us,m
2023,se,ft,data engineer,219535,usd,219535,us,100,us,m
2023,se,ft,data engineer,146115,usd,146115,us,100,us,m
2023,se,ft,data scientist,135000,usd,135000,us,0,us,m
2023,se,ft,data scientist,199000,usd,199000,us,0,us,m
2023,se,ft,data scientist,162000,usd,162000,us,0,us,m
2023,ex,ft,analytics engineer,221000,usd,221000,us,100,us,m
2023,ex,ft,analytics engineer,153000,usd,153000,us,100,us,m
2023,se,ft,data analyst,187000,usd,187000,us,0,us,m
2023,se,ft,data analyst,128000,usd,128000,us,0,us,m
2023,se,ft,research scientist,210000,usd,210000,us,0,us,m
2023,se,ft,research scientist,136000,usd,136000,us,0,us,m
2023,se,ft,data scientist,100000,usd,100000,us,100,us,m
2023,se,ft,data engineer,179000,usd,179000,us,0,us,m
2023,se,ft,data engineer,109000,usd,109000,us,0,us,m
2023,se,ft,data scientist,245000,usd,245000,us,0,us,m
2023,se,ft,data scientist,180000,usd,180000,us,0,us,m
2023,se,ft,data analyst,142000,usd,142000,us,100,us,m
2023,se,ft,data manager,198800,usd,198800,us,0,us,m
2023,se,ft,data manager,105200,usd,105200,us,0,us,m
2023,se,ft,data analyst,125000,usd,125000,us,100,us,m
2023,se,ft,data analyst,112000,usd,112000,us,100,us,m
2023,se,ft,data scientist,210000,usd,210000,us,0,us,m
2023,se,ft,data scientist,155000,usd,155000,us,0,us,m
2023,se,ft,data manager,115000,usd,115000,us,100,us,m
2023,se,ft,data manager,86000,usd,86000,us,100,us,m
2023,se,ft,data scientist,165000,usd,165000,us,0,us,m
2023,se,ft,data scientist,140000,usd,140000,us,0,us,m
2023,se,ft,data analyst,139000,usd,139000,us,0,us,m
2023,se,ft,data analyst,106000,usd,106000,us,0,us,m
2023,en,ft,data analyst,55000,cad,40663,ca,0,ca,l
2022,se,ft,ai developer,275000,usd,275000,ca,0,ca,s
2023,se,fl,machine learning researcher,50000,usd,50000,ua,50,ua,s
2023,mi,ft,machine learning engineer,280700,usd,280700,us,100,us,m
2023,mi,ft,machine learning engineer,150450,usd,150450,us,100,us,m
2023,en,ft,data scientist,70000,cad,51753,ca,100,ca,l
2023,se,ft,data architect,250500,usd,250500,us,0,us,m
2023,se,ft,data architect,159500,usd,159500,us,0,us,m
2023,en,ft,data scientist,130001,usd,130001,us,100,us,m
2023,en,ft,data scientist,71907,usd,71907,us,100,us,m
2023,mi,ft,data scientist,93918,usd,93918,us,100,us,m
2023,mi,ft,data scientist,51962,usd,51962,us,100,us,m
2023,se,ft,data analyst,175000,usd,175000,ca,100,ca,m
2023,se,ft,data analyst,135000,usd,135000,ca,100,ca,m
2023,se,ft,machine learning engineer,257000,usd,257000,us,0,us,m
2023,se,ft,machine learning engineer,147000,usd,147000,us,0,us,m
2023,se,ft,data engineer,222000,usd,222000,us,100,us,m
2023,se,ft,data scientist,203000,usd,203000,us,100,us,m
2023,se,ft,data scientist,133200,usd,133200,us,100,us,m
2023,se,ft,data engineer,221000,usd,221000,us,0,us,m
2023,se,ft,data engineer,147000,usd,147000,us,0,us,m
2023,se,ft,data scientist,185900,usd,185900,us,0,us,m
2023,se,ft,data scientist,129300,usd,129300,us,0,us,m
2023,se,ft,data scientist,238000,usd,238000,us,100,us,m
2023,se,ft,data scientist,156000,usd,156000,us,100,us,m
2023,se,ft,machine learning engineer,199000,usd,199000,us,100,us,m
2023,mi,ft,big data engineer,45000,eur,48289,es,100,es,m
2023,se,ft,data engineer,150000,usd,150000,us,0,us,m
2023,se,ft,data engineer,130000,usd,130000,us,0,us,m
2023,se,ft,data scientist,140000,usd,140000,us,100,us,m
2023,se,ft,data scientist,110000,usd,110000,us,100,us,m
2023,mi,ft,data analyst,90000,usd,90000,us,0,us,m
2023,mi,ft,data analyst,75000,usd,75000,us,0,us,m
2023,mi,ft,research scientist,161200,gbp,195895,gb,0,gb,m
2023,mi,ft,research scientist,84570,gbp,102772,gb,0,gb,m
2023,se,ft,data engineer,240000,usd,240000,us,0,us,m
2023,se,ft,data engineer,183600,usd,183600,us,0,us,m
2023,mi,ft,data specialist,130000,usd,130000,us,0,us,m
2023,mi,ft,data specialist,80000,usd,80000,us,0,us,m
2023,se,ft,data engineer,250000,usd,250000,us,0,us,m
2023,se,ft,data analytics manager,160000,usd,160000,us,100,us,m
2023,se,ft,data analytics manager,120000,usd,120000,us,100,us,m
2023,se,ft,machine learning engineer,202353,usd,202353,us,0,us,m
2023,se,ft,data analyst,155000,usd,155000,us,0,us,m
2023,se,ft,data engineer,200000,usd,200000,us,0,us,m
2023,se,ft,data scientist,157750,usd,157750,us,100,us,m
2023,se,ft,data scientist,104650,usd,104650,us,100,us,m
2023,mi,ft,data scientist,180000,usd,180000,us,100,us,m
2023,mi,ft,data scientist,140000,usd,140000,us,100,us,m
2023,ex,ft,data scientist,200000,usd,200000,us,0,us,m
2023,ex,ft,data scientist,145000,usd,145000,us,0,us,m
2023,mi,ft,lead data analyst,68000,usd,68000,us,0,us,l
2023,en,ft,bi data engineer,60000,usd,60000,us,100,us,m
2023,mi,ft,data engineer,125000,usd,125000,us,0,us,m
2023,mi,ft,data engineer,90000,usd,90000,us,0,us,m
2023,se,ft,data analyst,105000,usd,105000,us,100,us,m
2023,se,ft,data analyst,90000,usd,90000,us,100,us,m
2023,en,ft,research engineer,155000,usd,155000,us,0,us,m
2023,en,ft,research engineer,125000,usd,125000,us,0,us,m
2023,se,ft,machine learning engineer,241000,usd,241000,us,0,us,m
2023,se,ft,machine learning engineer,181000,usd,181000,us,0,us,m
2023,se,ft,data scientist,252000,usd,252000,us,0,us,m
2023,se,ft,data scientist,154000,usd,154000,us,0,us,m
2023,ex,ft,data architect,180000,usd,180000,us,0,us,m
2023,ex,ft,data architect,155000,usd,155000,us,0,us,m
2023,se,ft,data scientist,191765,usd,191765,us,0,us,m
2023,se,ft,data scientist,134236,usd,134236,us,0,us,m
2023,se,ft,data engineer,146000,usd,146000,us,0,us,m
2023,se,ft,data engineer,75000,usd,75000,us,0,us,m
2023,en,ft,data analyst,64200,usd,64200,us,100,us,m
2023,en,ft,data analyst,56100,usd,56100,us,100,us,m
2023,se,ft,machine learning engineer,170000,usd,170000,us,0,us,m
2023,se,ft,data analyst,208450,usd,208450,us,100,us,m
2023,se,ft,data analyst,170550,usd,170550,us,100,us,m
2023,se,ft,machine learning engineer,125000,usd,125000,us,0,us,m
2023,se,ft,machine learning engineer,100000,usd,100000,us,0,us,m
2023,mi,ft,data manager,135000,usd,135000,us,0,us,m
2023,mi,ft,data manager,120000,usd,120000,us,0,us,m
2023,se,ft,data scientist,200000,usd,200000,us,100,us,m
2023,se,ft,data scientist,170000,usd,170000,us,100,us,m
2023,se,ft,data scientist,171250,usd,171250,ie,0,ie,m
2023,se,ft,data scientist,113750,usd,113750,ie,0,ie,m
2023,se,ft,data analyst,153600,usd,153600,us,0,us,m
2023,se,ft,data analyst,100500,usd,100500,us,0,us,m
2023,se,ft,machine learning engineer,115000,usd,115000,ca,100,ca,m
2023,se,ft,machine learning engineer,95000,usd,95000,ca,100,ca,m
2023,mi,ft,data analyst,182500,usd,182500,us,0,us,m
2023,mi,ft,data analyst,121500,usd,121500,us,0,us,m
2023,se,ft,data engineer,203100,usd,203100,us,0,us,m
2023,se,ft,data engineer,114500,usd,114500,us,0,us,m
2023,mi,ft,data analyst,60000,gbp,72914,gb,0,gb,m
2023,mi,ft,data analyst,45000,gbp,54685,gb,0,gb,m
2023,en,ft,data engineer,92700,usd,92700,us,100,us,m
2023,en,ft,data engineer,61800,usd,61800,us,100,us,m
2023,se,ft,data engineer,130000,usd,130000,us,100,us,m
2023,se,ft,data scientist,258000,usd,258000,ca,0,ca,m
2023,se,ft,data scientist,190000,usd,190000,ca,0,ca,m
2023,mi,ft,data architect,167500,usd,167500,us,0,us,m
2023,mi,ft,data architect,106500,usd,106500,us,0,us,m
2023,mi,ft,data engineer,146000,usd,146000,us,0,us,m
2023,mi,ft,data engineer,75000,usd,75000,us,0,us,m
2022,en,ft,data engineer,57000,eur,59888,nl,100,nl,l
2023,ex,ft,data engineer,286000,usd,286000,us,100,us,m
2023,ex,ft,data engineer,207000,usd,207000,us,100,us,m
2023,se,ft,data analyst,80000,usd,80000,us,100,us,m
2023,se,ft,data engineer,223250,usd,223250,us,0,us,m
2023,se,ft,data engineer,178600,usd,178600,us,0,us,m
2023,ex,ft,director of data science,249300,usd,249300,us,0,us,m
2023,mi,ft,machine learning scientist,230000,usd,230000,us,0,us,m
2023,mi,ft,machine learning scientist,220000,usd,220000,us,0,us,m
2023,se,ft,data scientist,198200,usd,198200,us,100,us,m
2023,mi,ft,research scientist,210000,usd,210000,us,100,us,m
2023,mi,ft,research scientist,151800,usd,151800,us,100,us,m
2023,se,ft,data scientist,170730,usd,170730,us,0,us,m
2023,en,ft,business data analyst,20000,eur,21461,es,0,es,m
2023,se,ft,ai developer,108000,usd,108000,ua,0,ua,m
2023,se,ft,ai developer,60000,usd,60000,ua,0,ua,m
2023,mi,ft,mlops engineer,134000,usd,134000,us,100,us,m
2023,mi,ft,mlops engineer,124000,usd,124000,us,100,us,m
2023,se,ft,data engineer,171250,usd,171250,us,0,us,m
2023,se,ft,data engineer,113750,usd,113750,us,0,us,m
2023,se,ft,data scientist,225000,usd,225000,us,0,us,m
2023,se,ft,data scientist,175000,usd,175000,us,0,us,m
2023,se,ft,data engineer,230000,usd,230000,us,0,us,m
2023,se,ft,data engineer,124500,usd,124500,us,0,us,m
2023,se,ft,data analyst,175000,usd,175000,us,0,us,m
2023,se,ft,data analyst,148700,usd,148700,us,0,us,m
2023,se,ft,data analyst,125600,usd,125600,us,0,us,m
2023,se,ft,research scientist,200000,usd,200000,us,0,us,m
2023,se,ft,research scientist,150000,usd,150000,us,0,us,m
2023,en,ft,research engineer,160000,usd,160000,us,0,us,m
2023,en,ft,research engineer,120000,usd,120000,us,0,us,m
2023,se,ft,data analyst,185000,usd,185000,us,100,us,m
2023,se,ft,data analyst,120250,usd,120250,us,100,us,m
2023,se,ft,data scientist,183000,usd,183000,us,100,us,m
2023,se,ft,data architect,170000,usd,170000,us,100,us,m
2023,se,ft,data architect,125000,usd,125000,us,100,us,m
2023,se,ft,research scientist,250000,usd,250000,us,0,us,m
2023,mi,ft,machine learning engineer,135000,usd,135000,us,50,us,l
2023,se,ft,machine learning engineer,216000,usd,216000,us,100,us,m
2023,se,ft,machine learning engineer,184000,usd,184000,us,100,us,m
2023,se,ft,data engineer,180000,usd,180000,us,100,us,m
2023,se,ft,data engineer,165000,usd,165000,us,100,us,m
2023,mi,ft,data engineer,143865,usd,143865,us,0,us,m
2023,mi,ft,data engineer,115092,usd,115092,us,0,us,m
2023,mi,ft,machine learning engineer,130000,usd,130000,us,0,us,m
2023,mi,ft,machine learning engineer,90000,usd,90000,us,0,us,m
2023,se,ft,data scientist,173000,usd,173000,us,100,us,m
2023,se,ft,data scientist,132000,usd,132000,us,100,us,m
2023,se,ft,data analyst,208049,usd,208049,us,0,us,m
2023,se,ft,data analyst,128500,usd,128500,us,0,us,m
2023,se,ft,data engineer,167500,usd,167500,us,0,us,m
2023,se,ft,data engineer,106500,usd,106500,us,0,us,m
2023,mi,ft,data engineer,149600,usd,149600,us,0,us,m
2023,mi,ft,data engineer,102000,usd,102000,us,0,us,m
2023,ex,ft,data scientist,100000,usd,100000,us,0,us,m
2023,se,ft,data analyst,190000,usd,190000,us,100,us,m
2023,se,ft,data analyst,95000,usd,95000,us,100,us,m
2023,se,ft,data analyst,106800,usd,106800,us,0,us,m
2023,mi,ft,data scientist,90000,eur,96578,ie,0,ie,m
2023,mi,ft,data scientist,75000,eur,80481,ie,0,ie,m
2023,mi,ft,data analyst,128000,usd,128000,us,0,us,m
2023,mi,ft,data analyst,85000,usd,85000,us,0,us,m
2023,mi,ft,data engineer,151000,usd,151000,us,0,us,m
2023,mi,ft,data engineer,140000,usd,140000,us,0,us,m
2023,se,ft,machine learning scientist,220000,usd,220000,us,0,us,m
2023,se,ft,machine learning scientist,170000,usd,170000,us,0,us,m
2023,en,ft,autonomous vehicle technician,7000,usd,7000,gh,0,gh,s
2023,en,ft,applied machine learning scientist,40000,eur,42923,de,50,de,m
2023,se,ft,data engineer,160000,usd,160000,ca,100,ca,m
2023,se,ft,data engineer,145000,usd,145000,ca,100,ca,m
2023,mi,ft,data analyst,154000,usd,154000,us,0,us,m
2023,mi,ft,data analyst,143000,usd,143000,us,0,us,m
2023,mi,ft,data scientist,65000,gbp,78990,gb,0,gb,m
2023,mi,ft,data scientist,42000,gbp,51039,gb,0,gb,m
2023,en,ft,data scientist,190000,usd,190000,us,0,us,m
2023,en,ft,data scientist,120000,usd,120000,us,0,us,m
2023,mi,ft,data scientist,70000,gbp,85066,gb,0,gb,m
